TimeStep,ParticleID,Position,Position,Position,Velocity,Velocity,Velocity,Force,Force,Force
TimeStep,ParticleID,X,Y,Z,X,Y,Z,X,Y,Z
1600,0,0.23320305274853023,8.440630735951654,8.282623979737826,-0.5675824502342995,0.5560425391454147,-1.4104069689017262,-9.926590460071973,-4.229976569193791,15.25894425420044
1600,1,0.9903034048360293,0.8311834670924043,8.419366649838203,0.6897473958900594,-0.5610952042533883,0.9130594739848031,-9.272430741630933,-10.680585813191449,-1.0253192817189152
1600,2,0.9903117002886184,8.537177855708272,0.9070502300410093,0.11130460993236618,0.2564486141870508,0.7448506262857435,-9.120949906378561,-16.2520579935895,-16.388571381658505
1600,3,8.523888272429524,0.9069155439812033,0.5836486928334574,1.0292394751739733,0.06098029094404207,0.7495192202490051,4.693216556804063,0.7105468304174959,6.2482865239804894
1600,4,0.0837997195682193,8.456665196167352,1.6536256551519917,-0.4184102165262771,0.39810524371744505,0.05652772082789852,-6.009217631459749,7.399409329541806,-11.877819494648785
1600,5,0.8759602882041899,0.6492434828437662,1.6741237990661264,0.7093024330294603,-0.2362761852526599,0.12899039680432065,1.46788390768562,13.71111299374516,12.291029421432022
1600,6,0.8445251045409359,8.30453370576076,2.4138902314161537,-0.19647658384609268,-0.4496411288674781,0.5571416497991883,6.904815830255245,2.863215413047382,-6.487414120331959
1600,7,1.0126984117000595,0.8823617096119566,2.7875054157088135,0.1338385331731709,-0.25081931666730567,0.6612733393321314,-3.3796008507855873,-10.370030703788458,-10.543975128736
1600,8,0.17077626483015518,8.400429139631745,3.246522806941604,-1.0789421344680807,1.3646927494300063,-0.3973218685258763,-10.494094806059865,1.7066560277182437,-2.8675210545726584
1600,9,1.1453635105573212,1.2308244651558162,3.757346295884738,0.6972413225605377,1.087241994063188,-0.4785748276113253,-12.528174652070772,-6.417052179976813,20.402739782181726
1600,10,0.7875290410068219,0.21255811212848866,4.008869377148041,-1.2024309055377669,0.08128160099952439,1.1264258509499803,9.570374925874896,-3.7276452831519387,8.498642998555905
1600,11,0.05024457751782559,0.9511744550817782,4.175871479328119,-0.6371926263731956,0.36014796328363624,0.21898341979824967,17.871658848140576,5.708209572776038,30.102252315403927
1600,12,0.1269872323891544,8.346096475488068,5.030943076732567,-0.20062842091093952,0.059644289431504634,0.6656756392124511,0.923055887700158,-0.05596440619952841,-12.975438598020503
1600,13,0.5699525469474024,0.7760864697737082,5.267126422001201,0.15029580066230724,0.2216652097162888,-0.39724689048402434,-3.409756569368618,-3.4609451433102727,0.30799268252915624
1600,14,0.5735844510868335,8.364632282266564,5.972695590831742,-0.051353982250771986,-0.5348429358040432,-1.1938065836817824,11.426057040007274,14.257261513116267,3.804446412783
1600,15,8.405621420208801,0.8794524267884802,6.112500908476144,-0.4047050489062668,0.901853968280222,1.1081314898201495,1.093549324908842,4.601308332107396,4.517266697370591
1600,16,8.46913290338189,8.378987175112371,6.8631814052354105,-0.48966897382721103,-1.9879449129607647,-0.43842672400826627,19.05046892807125,10.011411722399652,-10.541312372807921
1600,17,0.8641278081703803,0.5126286188604955,6.770891886874119,0.05662821097270167,-0.8457224366516054,-1.7971452157601564,-5.129359025854824,8.851688244612458,1.950646551815451
1600,18,1.0174606231288126,8.270682856458924,7.615978310545438,-0.5189489164385623,0.12624090577237437,0.7876224374906037,-2.648928187176823,10.58163746740768,-10.668400905972224
1600,19,0.16929323557010212,0.7035505366575969,7.627380513662358,0.774372304792981,0.89245779378429,-0.47974234991022846,-6.633909961317548,-0.4443045171484342,-8.686575800055742
1600,20,0.11009917240419252,1.5687306872063118,8.276872148830808,-0.22407296031441254,-1.3861092839728328,-0.27172636469494305,9.51154631210925,2.741722920459356,3.9828760049892846
1600,21,0.8878872127839668,2.3794421756076423,8.05734314488727,-0.9740318104336405,1.1560242207829434,-0.8372740889344626,9.257453840307019,9.337010434077044,29.644017684215786
1600,22,0.8303770292826532,1.760304003177717,1.260505568691675,1.2270355502088086,-0.37678518605725564,0.7830522077161975,-0.21508369103179426,-9.510280057469416,-4.48807523831875
1600,23,8.545102696967696,2.360227347850935,0.4622431008892276,0.728957862163909,1.063596962934664,0.936456763890308,11.158872404422592,3.6780696866255633,6.293457527337552
1600,24,8.276493472932748,1.81682764527096,1.3766267559212944,0.10118844534478584,0.5520645212490858,0.8025536236754823,6.716286619089702,-9.444329137967145,1.12304551327077
