TimeStep,ParticleID,Position,Position,Position,Velocity,Velocity,Velocity,Force,Force,Force
TimeStep,ParticleID,X,Y,Z,X,Y,Z,X,Y,Z
2200,0,0.7258664618078301,0.5797810228130268,2.082626311701474,0.4862730462619685,0.0005188655137950914,0.9812354232163273,1.0751245349521357,-0.2309587408066315,-2.586998724028831
2200,1,2.0036477215892488,0.10705448715161009,7.712362371513753,-0.37816129696184303,-0.29030092703098176,0.7987486515582944,21.64258395646675,-3.243247776191961,13.449164147199106
2200,2,1.3694962276353777,1.1776483483885234,2.867701678923292,0.6850396084266548,0.39122367601265584,0.006501956934600738,-4.841892438075285,-6.0957596883787835,8.768533236616607
2200,3,8.230021012935108,0.13356368158582826,2.36126884988459,0.18865743229874293,-0.8210830769044841,0.6193817595554779,-1.2327130692473969,2.8344884114150064,0.35324896680025114
2200,4,0.5150120815530658,0.3953910266264972,3.160941678230072,0.3122089283804171,-0.3215715436945387,0.5937271804169507,-6.429922512330346,-1.9230462665438335,-2.3574212696086017
2200,5,8.703078074537416,1.3098469761617573,2.0893991455485015,1.033533929232072,0.3349183820828262,-0.33899583807149203,-1.272952209620632,1.1025919870122811,-0.5492809573109912
2200,6,1.4167862293939795,0.12225129397732987,3.6209274494409334,0.34719962463319404,0.07712690678359725,-1.0705854071567984,10.145508192258642,-0.5549263226191827,3.0804143043618826
2200,7,6.741977391347864,1.905854859315083,3.143448332649844,-0.2665162971562707,-0.47547374406471304,-0.0036969900290655462,3.1189079986175883,4.744149348411859,8.836802267192407
2200,8,8.139894626125464,0.31225146266094167,4.660156063021698,2.5349679246762573,-0.11283527643199948,-0.15158690533547187,-13.114219470671772,-9.174324816129626,-3.200601223889469
2200,9,8.801505340445086,1.2139580437343331,3.494900599320731,0.7682586418116415,-0.24099804711296186,0.7839389518703714,-17.11769104274385,-0.009567105445200837,-18.762649493820795
2200,10,0.5350852752883639,8.698060826546103,4.257387782666122,-0.034398064689164044,-2.046073538582699,-0.655552556758443,-7.560108020282566,19.82461913968174,20.51826988895043
2200,11,0.9291315558933602,2.397461427441958,6.260741936396003,-1.3562298735777054,0.1611625767119641,0.6857108395639286,-9.177880379803714,9.924601825786983,0.4237460090183983
